"CATID","ellip","z_spec","Mstar","g_i","M_r","CUBEID","CUBEIDPUB","SIGMA_3_ARCSECOND","SIGMA_3_ARCSECOND_ERR","TYPE","SFR_3_ARCSECOND","SFR_3_ARCSECOND_ERR","WARNSKER","WARNZ"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","534760_C","160.4068756104","1.3633351326","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0221015755","0.0057813758","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0176858604","0.0049981573","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0371301472","0.0095880125","0","0"
"534760","0.1794999987","0.0525600016","10.720000267","1.2300000191","-21.4099998474","534760_blue_red_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","534760_A","None","None","0.0","0.0221015755","0.0057813758","0","0"
"536235","0.3858999908","0.0818699971","11.1000003815","1.2899999619","-22.3500003815","536235_blue_red_8_Y18SAR4_P002_12T127_2018_05_07-2018_05_16","536235_A","215.3256835938","1.8370932341","0.5","0.012806654","None","0","0"
"536454","0.1775999963","0.0598899983","11.0799999237","1.2300000191","-22.3199996948","536454_blue_red_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20","536454_A","268.8563842773","2.1989483833","0.0","0.0038758505","None","0","0"
"536963","0.3172999918","0.0829299986","10.9200000763","1.3500000238","-21.7800006866","536963_blue_red_7_Y14SAR4_P007_12T069_2016_04_04-2016_04_12","536963_A","221.581451416","2.2297246456","0.5","0.223968491","0.146527946","0","0"
"543489","0.076700002","0.0531199984","10.9300003052","1.2000000477","-21.9799995422","543489_blue_red_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","543489_A","164.3380584717","1.3383558989","0.0","0.0062840567","None","0","0"
"543531","0.2558000088","0.0526000001","10.4099998474","1.2000000477","-20.7099990845","543531_blue_red_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02","543531_A","145.0574645996","1.9164168835","0.5","None","None","0","0"
"543537","0.2685000002","0.0538699999","11.4200000763","1.2699999809","-23.0499992371","543537_blue_red_6_Y14SAR4_P004_15T090_2014_05_23-2014_06_01","543537_A","265.4891052246","2.3757243156","0.0","0.0239402968","0.00796727","0","0"
"543553","0.2561999857","0.054779999","10.3500003815","1.2200000286","-20.5200004578","543553_blue_red_7_Y17SAR2_P004_15T121_2018_03_12-2018_03_22","543553_A","102.5282821655","1.6413155794","0.5","0.0319748782","0.0058885776","0","0"
"548835","0.1825000048","0.0788500011","10.8100004196","1.2899999619","-21.6299991608","548835_blue_red_7_Y15SAR1_P001_09T097_2016_03_03-2016_03_13","548835_A","208.4031677246","1.8373985291","0.5","0.0460508727","0.0134643","0","0"
"549070","0.1165999994","0.052170001","10.0699996948","1.2100000381","-19.8299999237","549070_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549070_A","125.9260864258","1.9185498953","0.5","0.0055171582","None","0","0"
"549296","0.0800999999","0.052170001","10.9499998093","1.2599999905","-21.8999996185","549296_blue_red_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","549296_A","190.3931121826","1.4455307722","0.0","0.0021344379","None","0","0"
"551505","0.34830001","0.0562699996","11.3400001526","1.3600000143","-22.7299995422","551505_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25","551505_A","266.7110595703","2.5293955803","0.5","0.040011704","0.010332522","0","0"
"551619","0.0688000023","0.0562699996","10.1899995804","1.2300000191","-20.0900001526","551619_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13","551619_A","134.646484375","1.9209185839","0.0","0.0016644367","None","0","0"
"559250","0.0917999968","0.0921700001","10.9600000381","1.3300000429","-21.9799995422","559250_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","559250_A","157.1630096436","2.9041748047","0.5","0.0672558025","0.0434558541","0","0"
"559490","0.0758000016","0.0474399999","10.2899999619","1.1499999762","-20.4799995422","559490_blue_red_7_Y14SAR3_P006_12T057_2016_04_04-2016_04_12","559490_A","84.4183731079","1.5835716724","0.0","0.0059013264","None","0","0"
"560982","0.252700001","0.0505300015","10.3100004196","1.1799999475","-20.5","560982_blue_red_11_Y15SAR4_P003_12T099_2015_05_14-2015_05_20","560982_A","176.6989593506","1.6827560663","0.5","0.0010411284","None","0","0"
"570203","0.1748999953","0.0426100008","10.779999733","1.2200000286","-21.5599994659","570203_blue_red_7_Y17SAR3_P004_15T127_2018_04_09-2018_04_19","570203_A","225.2585754395","1.5867427588","0.5","0.0014124891","None","0","0"
"574423","0.2612999976","0.0535999984","10.7399997711","1.25","-21.4099998474","574423_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","574423_A","181.0848846436","1.5327818394","0.5","0.0004668935","None","0","0"
"575339","0.0140000004","0.0575900003","10.4099998474","1.1799999475","-20.7399997711","575339_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","575339_A","85.8895950317","1.4622085094","0.0","0.0282746516","0.0104903253","0","0"
"583723","0.1143999994","0.0932400003","11.1999998093","1.3300000429","-22.5900001526","583723_blue_red_7_Y15SAR3_P006_12T098_2016_03_03-2016_03_13","583723_A","245.7476348877","2.6845247746","0.0","0.0082993452","None","0","0"
"585196","0.2273000032","0.0923200026","10.5500001907","1.3099999428","-21.0200004578","585196_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","585196_A","141.1145629883","2.4923779964","0.5","0.0090411892","None","0","0"
"585215","0.1342000067","0.0927800015","11.029999733","1.3600000143","-22.1000003815","585215_blue_red_7_Y17SAR3_P002_12T103_2018_02_12-2018_02_19","585215_A","219.6721496582","2.7107117176","0.0","0.0046277861","None","0","0"
"594049","0.3352000117","0.0294700004","11.0699996948","1.1799999475","-22.2600002289","594049_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01","594049_A","241.1484527588","1.1089608669","0.0","0.0179708712","0.0055706291","0","0"
"594946","0.2761999965","0.0439000018","9.8800001144","1.1900000572","-19.3400001526","594946_blue_red_7_Y13SAR1_P008_15T016_2013_03_05-2013_03_17","594946_A","71.7474441528","3.3114542961","0.5","0.0323807932","0.0183920097","0","0"
"599689","0.1171000004","0.0513399988","10.5799999237","1.0800000429","-21.3400001526","599689_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599689_A","93.0875549316","1.5377194881","0.5","0.0021380759","None","0","0"
"599834","0.0703999996","0.052099999","11.2100000381","1.2300000191","-22.6299991608","599834_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","599834_A","231.9758148193","1.5166293383","0.0","0.0145062311","0.0109638609","0","0"
"599838","0.1477999985","0.0409100018","11.1499996185","1.2000000477","-22.4500007629","599838_blue_red_7_Y13SAR1_P008_09T013_2013_04_12-2013_04_16","599838_A","215.7463226318","1.0193604231","0.0","0.0099384496","None","0","0"
"600743","0.3014000058","0.0696500018","10.9600000381","1.2899999619","-21.9799995422","600743_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13","600743_A","210.0234832764","1.5718027353","0.5","0.0077740154","None","0","0"
"600882","0.3612999916","0.0541899987","10.279999733","1.1900000572","-20.3899993896","600882_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","600882_A","125.4789352417","1.3193924427","0.5","0.0044712299","None","0","0"
"600973","0.4341000021","0.0540300012","10.3800001144","1.1000000238","-20.8299999237","600973_blue_red_7_Y14SAR2_P005_09T072_2017_02_27-2017_03_05","600973_A","138.8333740234","1.5006221533","0.5","0.0053147567","None","0","0"
"601283","0.2446999997","0.0563100018","10.1700000763","1.1399999857","-20.2199993134","601283_blue_red_7_Y15SAR1_P001_09T096_2015_02_16-2015_02_25","601283_A","129.7037506104","2.8606202602","0.0","0.0005055028","None","0","0"
"618151","0.066200003","0.0503300019","10.5200004578","1.2100000381","-20.9300003052","618151_blue_red_7_Y14SAR2_P003_15T063_2014_04_02-2014_04_06","618151_A","149.7825469971","1.4098598957","0.0","0.0172410235","0.0055496921","0","0"
"618912","0.2709000111","0.055780001","10.3400001526","1.25","-20.4300003052","618912_blue_red_10_Y13SAR1_P015_15T023_2013_04_12-2013_04_16","618912_A","124.4407958984","1.5357989073","0.5","0.001335846","None","0","0"
"618929","0.0038999999","0.0557599999","11.3299999237","1.2999999523","-22.8099994659","618929_blue_red_7_Y17SAR3_P010_15T133_2018_05_07-2018_05_16","618929_A","316.9607849121","2.2515342236","0.0","0.0152204465","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618930_A","None","None","0.5","0.0014170212","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618930_A","None","None","0.5","0.0009496227","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618930_A","None","None","0.5","0.0014170212","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618930_A","None","None","0.5","0.0009496227","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618930_B","189.4091186523","2.2943115234","0.5","0.0014170212","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618930_B","189.4091186523","2.2943115234","0.5","0.0009496227","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618930_B","189.4091186523","2.2943115234","0.5","0.0014170212","None","0","0"
"618930","0.3010999858","0.0556299984","10.4899997711","1.2699999809","-20.75","618930_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618930_B","189.4091186523","2.2943115234","0.5","0.0009496227","None","0","0"
"618931","0.1828999966","0.0537599996","10.1800003052","1.2200000286","-20.0599994659","618931_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618931_A","96.6896591187","2.5298902988","0.0","0.0007227982","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618937_B","116.72290802","1.9588204622","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618937_B","116.72290802","1.9588204622","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618937_B","116.72290802","1.9588204622","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_7_Y14SAR4_P005_15T091_2016_03_03-2016_03_13","618937_B","116.72290802","1.9588204622","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618937_A","None","None","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618937_A","None","None","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618937_A","None","None","0.5","None","None","0","0"
"618937","0.1978999972","0.055470001","10.2899999619","1.1699999571","-20.4400005341","618937_blue_red_10_Y14SAR4_P005_15T091_2014_07_17-2014_07_21","618937_A","None","None","0.5","None","None","0","0"
"618942","0.139200002","0.055780001","10.5600004196","1.2200000286","-21.0400009155","618942_blue_red_7_Y13SAR1_P006_15T011_2013_03_05-2013_03_17","618942_A","119.7256698608","1.560978055","0.0","0.0010309732","None","0","0"
"618947","0.2436999977","0.0559200011","10.5900001526","1.25","-21.0400009155","618947_blue_red_7_Y14SAR3_P002_15T077_2016_04_04-2016_04_12","618947_A","155.3102874756","1.5599119663","0.5","0.0041111931","None","0","0"
"619258","0.0775000006","0.0571100004","10.0699996948","1.1799999475","-19.8999996185","619258_blue_red_7_Y14SAR4_P002_15T088_2014_05_23-2014_06_01","619258_A","154.2944488525","2.1763341427","0.0","0.0005779726","None","0","0"
"622350","0.0825000033","0.0873299986","11.1000003815","1.3300000429","-22.2900009155","622350_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","622350_A","205.6878967285","2.1242947578","0.0","0.0087416125","None","0","0"
"623017","0.0800999999","0.0699599981","10.8500003815","1.2799999714","-21.7099990845","623017_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","623017_A","162.3778533936","1.9741030931","0.5","0.038559638","0.021886291","0","0"
"663440","0.1308999956","0.0230700001","9.9499998093","1.0199999809","-19.7900009155","663440_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13","663440_A","80.7257080078","0.9638170004","0.5","0.0343385972","0.0037964089","0","0"
"3628218","None","0.0890500024","10.9600000381","1.1399999857","None","3628218_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","3628218_A","164.4057312012","1.4444197416","0.5","0.5638118982","0.0524726734","0","0"
"3634556","None","0.0697600022","11.0","1.2899999619","None","3634556_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","3634556_A","186.4592285156","2.1960890293","0.0","0.0582507774","0.0314534605","0","0"
