"CATID","ellip","z_spec","Mstar","g_i","M_r","CUBEID","CUBEIDPUB","SIGMA_3_ARCSECOND","SIGMA_3_ARCSECOND_ERR","TYPE","SFR_3_ARCSECOND","SFR_3_ARCSECOND_ERR","WARNSKER","WARNZ"
"143291","0.2274000049","0.044879999","10.1700000763","1.1100000143","-20.25","143291_blue_red_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","143291_A","125.0124511719","1.3492215872","0.0","0.0005677859","None","0","0"
"143735","0.1248999983","0.0811500028","10.9499998093","1.2400000095","-22.0400009155","143735_blue_red_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","143735_A","158.6319885254","1.557795167","0.5","0.6172297597","0.0415112674","0","0"
"177969","0.2087000012","0.0759000033","11.029999733","1.3300000429","-22.0799999237","177969_blue_red_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","177969_A","253.0579071045","2.1872103214","0.0","0.0013710313","None","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184042_A","319.9891357422","1.8439791203","0.0","0.0820397213","0.0363277607","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184042_A","319.9891357422","1.8439791203","0.0","0.0246934816","None","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184042_A","319.9891357422","1.8439791203","0.0","0.0820397213","0.0363277607","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184042_A","319.9891357422","1.8439791203","0.0","0.0246934816","None","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184042_B","None","None","0.0","0.0820397213","0.0363277607","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184042_B","None","None","0.0","0.0246934816","None","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184042_B","None","None","0.0","0.0820397213","0.0363277607","0","0"
"184042","0.0962999985","0.0768399984","11.3800001144","1.3799999952","-22.8299999237","184042_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184042_B","None","None","0.0","0.0246934816","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184046_A","263.1497192383","2.505446434","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184046_A","263.1497192383","2.505446434","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184046_A","263.1497192383","2.505446434","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","184046_A","263.1497192383","2.505446434","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184046_B","None","None","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184046_B","None","None","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184046_B","None","None","0.0","None","None","0","0"
"184046","0.1316000074","0.0789899975","10.9600000381","1.3400000334","-21.9099998474","184046_blue_red_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","184046_B","None","None","0.0","None","None","0","0"
"184648","0.2240000069","0.0187500007","10.6000003815","1.1799999475","-21.0499992371","184648_blue_red_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","184648_A","166.9330444336","0.7465130091","0.0","0.0030979838","None","0","0"
"185365","0.1623000056","0.0522399992","10.3900003433","1.1299999952","-20.75","185365_blue_red_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","185365_A","100.2736587524","1.0780068636","0.5","0.1348007321","0.0098073455","0","0"
"185567","0.3815999925","0.0823699981","10.8999996185","1.2999999523","-21.8600006104","185567_blue_red_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","185567_A","221.2298431396","1.9770857096","0.5","0.0131236408","None","0","0"
"185914","0.1589999944","0.1113099977","11.1599998474","1.2999999523","-22.5900001526","185914_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","185914_A","218.4465789795","2.6359531879","0.5","0.4556899667","0.1083029881","0","0"
"186012","0.134100005","0.100759998","11.029999733","1.4199999571","-22.0","186012_blue_red_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","186012_A","None","None","0.0","0.4853452146","0.1484714448","0","0"
"202480","0.3106000125","0.0520199984","10.5600004196","1.2100000381","-21.0300006866","202480_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","202480_A","201.0685882568","1.9948042631","0.5","0.0187713932","0.012713776","0","0"
"203833","0.1670999974","0.0529000014","10.8999996185","1.2699999809","-21.7600002289","203833_blue_red_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","203833_A","212.1203613281","1.4576388597","0.0","None","None","0","0"
"204832","0.0221999995","0.0552299991","10.0699996948","1.1100000143","-20.0499992371","204832_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","204832_A","66.0209503174","1.9451541901","0.0","0.0021117528","None","0","0"
"204877","0.0760999992","0.0541200005","10.2100000381","1.1299999952","-20.3099994659","204877_blue_red_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","204877_A","79.9893951416","1.9859558344","0.0","0.0166802611","0.0043705227","0","0"
"205085","0.2387000024","0.0540499985","11.2299995422","1.2899999619","-22.5699996948","205085_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13","205085_A","None","None","0.0","0.0002850819","None","0","0"
"205086","0.3136999905","0.0555099994","10.3800001144","1.3099999428","-20.3899993896","205086_blue_red_8_Y14SAR1_P004_09T064_2015_02_16-2015_02_25","205086_A","None","None","0.0","0.0010447543","None","0","0"
"205211","0.1968999952","0.0536100008","10.4300003052","1.1699999571","-20.7800006866","205211_blue_red_7_Y14SAR2_P006_09T073_2016_03_03-2016_03_13","205211_A","134.6683807373","2.0744981766","0.5","None","None","0","0"
"208652","0.0048000002","0.0498199984","11.0","1.2999999523","-21.9300003052","208652_blue_red_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","208652_A","152.0865478516","1.4563882351","0.0","0.2429750413","0.0372980349","0","0"
"209185","0.3321999907","0.0515800007","10.7299995422","1.2000000477","-21.4799995422","209185_blue_red_7_Y15SAR2_P001_09T107_2016_02_08-2016_02_14","209185_A","176.8594360352","1.525837779","0.5","0.0071966769","None","0","0"
"209680","0.1706999987","0.0529499985","11.1099996567","1.3500000238","-22.1399993896","209680_blue_red_7_Y15SAR2_P002_09T108_2016_02_08-2016_02_14","209680_A","228.8497619629","2.0841391087","0.0","0.1128939316","0.0283751059","0","0"
"210467","0.2495000064","0.0925600007","10.6300001144","1.3500000238","-21.1299991608","210467_blue_red_7_Y18SAR2_P001_09T143_2018_03_12-2018_03_22","210467_A","179.6941986084","3.4137811661","0.0","0.0020333207","None","0","0"
"214211","0.0401999988","0.0776500031","10.8999996185","1.2799999714","-21.8899993896","214211_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","214211_A","161.402633667","1.5955210924","0.5","0.008194617","None","0","0"
"214250","0.0428000018","0.0778499991","11.5200004578","1.3999999762","-23.1800003052","214250_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","214250_A","354.1586608887","2.5198707581","0.0","0.053325396","None","0","0"
"215289","0.0714000016","0.0576100014","10.8100004196","1.2400000095","-21.6399993896","215289_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","215289_A","179.0682983398","1.5422883034","0.0","0.0001606728","None","0","0"
"216184","0.0812999979","0.0187899992","10.5100002289","1.1900000572","-20.7999992371","216184_blue_red_7_Y16SAR2_P001_09T116_2016_03_03-2016_03_13","216184_A","148.9021606445","0.9315819144","0.0","0.0027156128","None","0","0"
"220112","0.0417999998","0.0196800008","10.1199998856","1.0800000429","-20.0699996948","220112_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","220112_A","85.1514205933","1.0344026089","0.0","0.0007771932","None","0","0"
"220218","0.0406999998","0.0477200001","10.5","1.1499999762","-20.9799995422","220218_blue_red_7_Y14SAR3_P009_12T060_2015_05_14-2015_05_20","220218_A","125.7829360962","1.61464715","0.0","0.0013318787","None","0","0"
"220437","0.0507000014","0.0783800036","11.0900001526","1.3200000525","-22.2600002289","220437_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","220437_A","212.5060882568","2.2479507923","0.0","0.073034592","0.0278455112","0","0"
"220465","0.293599993","0.0844599977","11.3100004196","1.3099999428","-22.8700008392","220465_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","220465_A","236.1810760498","2.1510834694","0.5","0.0497029573","0.0388526991","0","0"
"227266","0.1132000014","0.0249799993","10.9600000381","1.1900000572","-21.9599990845","227266_blue_red_6_Y14SAR2_P007_15T067_2016_05_02-2016_05_10","227266_A","206.4747924805","1.0207759142","0.0","0.1252883077","0.024140913","0","0"
"227617","0.1588000059","0.0542600006","10.5200004578","1.2000000477","-20.9400005341","227617_blue_red_9_Y15SAR4_P001_15T110_2015_05_14-2015_05_20","227617_A","117.6371688843","3.1427087784","0.0","0.0204073749","0.0071078474","0","0"
"228708","0.1030000001","0.0939899981","10.9899997711","1.3099999428","-22.1100006104","228708_blue_red_11_Y17SAR3_P012_12T136_2018_05_07-2018_05_16","228708_A","165.3238372803","2.3259737492","0.0","0.0046379813","None","0","0"
"229164","0.1238999963","0.0495200008","10.5699996948","1.1399999857","-21.1900005341","229164_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","229164_A","113.6616973877","0.8820789456","0.5","None","None","0","0"
"230455","0.3454999924","0.0775600001","11.0500001907","1.3700000048","-22.0699996948","230455_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","230455_A","201.0130310059","2.3872792721","0.5","0.1323018819","0.0561225154","0","0"
"230556","0.0671999976","0.0776000023","10.970000267","1.3400000334","-21.8799991608","230556_blue_red_7_Y17SAR3_P009_12T110_2018_04_09-2018_04_19","230556_A","175.3991546631","2.5787816048","0.0","0.0444873497","0.0272333771","0","0"
"230683","0.0298999995","0.0205400009","9.9399995804","1.1299999952","-19.5200004578","230683_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","230683_A","68.5705947876","0.8246449232","0.0","0.000223916","None","0","0"
"230776","0.332100004","0.0197299998","11.6000003815","1.2699999809","-23.3600006104","230776_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","230776_A","298.6689453125","1.2725447416","0.0","0.0068428526","None","0","0"
"230786","0.2025000006","0.0191900004","9.9300003052","1.2400000095","-19.2700004578","230786_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25","230786_A","126.392036438","1.1063387394","0.0","0.0008188426","None","0","0"
"230787","0.1908999979","0.0208299998","9.3400001526","1.0499999523","-18.1900005341","230787_blue_red_7_Y14SAR1_P001_12T041_2015_02_16-2015_02_25","230787_A","65.6565551758","1.8454400301","0.0","0.0002053731","None","0","0"
"230789","0.3084000051","0.0210999995","9.5200004578","1.1799999475","-18.3799991608","230789_blue_red_6_Y14SAR1_P006_12T046_2015_02_16-2015_02_25","230789_A","88.6969146729","1.359147191","0.5","0.0000806283","None","0","0"
"230797","0.0549000017","0.0196599998","8.9399995804","1.1299999952","-17.0300006866","230797_blue_red_11_Y14SAR1_P003_12T043_2015_02_16-2015_02_25","230797_A","49.7924880981","2.4321639538","0.0","None","None","0","0"
"238211","0.0702000037","0.0530700013","11.0399999619","1.2899999619","-22.1000003815","238211_blue_red_7_Y13SAR1_P012_15T012_2013_04_12-2013_04_16","238211_A","None","None","0.0","0.0283896476","0.0131398868","0","0"
"238212","0.0315000005","0.0540999994","10.8999996185","1.2599999905","-21.8199996948","238212_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05","238212_A","None","None","0.0","0.000376534","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_6_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_B","None","None","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_15_Y14SAR2_P001_15T061_2014_04_02-2014_04_06","238214_A","79.2024383545","1.7024445534","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","0.0001311301","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","0.0001642517","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","None","None","0","0"
"238214","0.2028000057","0.0530400015","10.1300001144","1.2100000381","-19.9500007629","238214_blue_red_9_Y14SAR2_P001_15T061_2016_03_03-2016_03_13","238214_C","None","None","0.5","0.0001311301","None","0","0"
"238325","0.3373999894","0.0540600009","10.1800003052","1.1399999857","-20.2299995422","238325_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","238325_A","95.9574127197","1.5408126116","0.5","0.0006044553","None","0","0"
"238453","0.1013000011","0.0545799993","10.6899995804","1.2400000095","-21.3199996948","238453_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05","238453_A","156.3056182861","2.0062873363","0.5","0.0966896787","0.0166417789","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238458_B","None","None","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238458_B","None","None","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238458_B","None","None","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238458_B","None","None","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238458_A","262.8666687012","1.7235655785","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238458_A","262.8666687012","1.7235655785","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238458_A","262.8666687012","1.7235655785","0.0","None","None","0","0"
"238458","0.0786999986","0.0775299966","11.279999733","1.2999999523","-22.7800006866","238458_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238458_A","262.8666687012","1.7235655785","0.0","None","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238500_A","111.5052108765","1.4217834473","0.0","0.0003813177","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238500_A","111.5052108765","1.4217834473","0.0","0.0004331877","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238500_A","111.5052108765","1.4217834473","0.0","0.0003813177","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","238500_A","111.5052108765","1.4217834473","0.0","0.0004331877","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238500_B","None","None","0.0","0.0003813177","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238500_B","None","None","0.0","0.0004331877","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238500_B","None","None","0.0","0.0003813177","None","0","0"
"238500","0.1543000042","0.0540999994","10.1800003052","1.1900000572","-20.1200008392","238500_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","238500_B","None","None","0.0","0.0004331877","None","0","0"
"238922","0.1972000003","0.0261799991","10.7399997711","1.1299999952","-21.5200004578","238922_blue_red_8_Y15SAR3_P002_15T108_2015_04_14-2015_04_22","238922_A","181.0911560059","1.225240469","0.0","0.01933272","0.0028172976","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_B","None","None","0.5","0.0876280218","0.0078608384","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_B","None","None","0.5","0.0918518677","0.0109438905","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_B","None","None","0.5","0.0876280218","0.0078608384","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_B","None","None","0.5","0.0918518677","0.0109438905","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_A","90.7564849854","1.8270947933","0.5","0.0876280218","0.0078608384","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_A","90.7564849854","1.8270947933","0.5","0.0918518677","0.0109438905","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_A","90.7564849854","1.8270947933","0.5","0.0876280218","0.0078608384","0","0"
"239292","0.4923000038","0.0482299998","10.0","1.0700000525","-19.8899993896","239292_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","239292_A","90.7564849854","1.8270947933","0.5","0.0918518677","0.0109438905","0","0"
"250183","0.1163000017","0.0588399991","10.2299995422","1.2200000286","-20.2399997711","250183_blue_red_10_Y13SAR1_P004_15T002_2013_03_05-2013_03_17","250183_A","152.959854126","3.4419767857","0.5","0.0032260523","None","0","0"
"250243","0.1680999994","0.0544699989","10.0699996948","1.1499999762","-19.9300003052","250243_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","250243_A","85.7696075439","1.6153496504","0.0","0.0002501352","None","0","0"
"252057","0.2146999985","0.0327100009","9.9099998474","1.1200000048","-19.5400009155","252057_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13","252057_A","93.7846984863","1.0669826269","0.5","0.0004500543","None","0","0"
"271538","0.2246000022","0.0763399974","10.970000267","1.2899999619","-22.0100002289","271538_blue_red_7_Y16SAR4_P001_12T090_2017_04_19-2017_05_01","271538_A","194.2382202148","1.6146782637","0.5","0.0060727284","None","0","0"
"272190","0.1251000017","0.0809400007","10.9600000381","1.2300000191","-22.1299991608","272190_blue_red_7_Y15SAR4_P002_12T096_2015_05_14-2015_05_20","272190_A","190.5078887939","1.7157623768","0.0","0.0160911139","None","0","0"
"272488","0.1975000054","0.048489999","10.3299999237","1.1900000572","-20.5","272488_blue_red_7_Y14SAR4_P002_12T064_2014_05_23-2014_06_01","272488_A","130.1855926514","1.0357705355","0.5","0.0003441888","None","0","0"
"272820","0.0754000023","0.0831499994","10.8199996948","1.3200000525","-21.6100006104","272820_blue_red_8_Y17SAR3_P005_12T106_2018_05_07-2018_05_16","272820_A","174.6233520508","1.9505515099","0.0","0.1315838993","0.0208263267","0","0"
"272831","0.1528999954","0.0835200027","11.1700000763","1.3200000525","-22.4899997711","272831_blue_red_7_Y13SAR1_P014_12T001_2013_04_12-2013_04_16","272831_A","256.6297912598","2.2335162163","0.5","0.2765571177","0.0316845104","0","0"
"272833","0.2728999853","0.082510002","10.9200000763","1.3300000429","-21.8500003815","272833_blue_red_6_Y14SAR1_P002_12T042_2015_02_16-2015_02_25","272833_A","175.6162109375","2.8868114948","0.5","0.1120534837","0.0583089814","0","0"
"272990","0.2542000115","0.0411799997","10.5900001526","1.0800000429","-21.2999992371","272990_blue_red_11_Y14SAR3_P007_12T058_2017_03_24-2017_04_02","272990_A","133.5776824951","1.2645237446","0.5","0.1924389601","0.0119289206","0","0"
"273845","0.0313999988","0.0787200034","11.2399997711","1.3300000429","-22.6200008392","273845_blue_red_7_Y15SAR3_P003_12T087_2016_02_08-2016_02_14","273845_A","279.6149597168","2.4237542152","0.0","None","None","0","0"
"278350","0.3127000034","0.0778099969","11.2299995422","1.2999999523","-22.6299991608","278350_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","278350_A","190.1164093018","1.6005586386","0.5","0.0161796939","0.0122916922","0","0"
